track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,cluster,pca1,pca2
Reminder,The Weeknd,1,2016,11,25,6518,17,684675814,45,85,238,1,47,160,8.0,1,71,40,50,16,0,16,22,0,0.4130800553525998,0.47749353030802416
Shake It Off,Taylor Swift,1,2014,1,1,21335,13,1113838873,328,70,"1,378",9,20,160,7.0,1,65,95,80,5,0,41,16,1,-1.6169811149316669,-1.251031912645247
Why'd You Only Call Me When You're High?,Arctic Monkeys,1,2013,1,1,23389,29,1267333350,54,70,"1,089",2,1,92,2.0,1,70,81,63,4,0,8,4,1,-0.7982187284429939,-0.19215468267019803
Shape of You,Ed Sheeran,1,2017,1,6,32181,10,3562543890,33,0,"6,808",7,0,96,1.0,0,83,93,65,58,0,9,8,2,-0.92652742448342,1.5868494075675899
Creep,Radiohead,1,1992,9,21,36724,7,1271293243,146,72,"6,807",5,80,92,7.0,1,53,12,34,1,0,12,4,3,1.9121720468705339,-0.3408813036400226
Car's Outside,James Arthur,1,2019,10,18,794,10,265882712,38,25,61,0,263,150,9.0,1,34,24,56,4,0,11,3,3,1.7114615877614243,-1.569964361042264
Apocalypse,Cigarettes After Sex,1,2017,3,21,13091,17,841749534,61,96,790,2,116,94,5.0,1,37,17,47,2,46,11,3,4,2.8857169803231573,-2.0768441130091055
Cheques,Shubh,1,2023,5,19,67,8,47956378,7,10,0,0,57,90,4.0,0,74,36,63,26,0,27,5,2,-0.11122055349362506,0.029938360731766644
Pink + White,Frank Ocean,1,2016,8,20,21574,30,806397070,112,68,266,1,39,160,9.0,1,54,54,55,67,0,42,11,3,1.5233354949734887,-0.43770914705149033
Just The Way You Are,Bruno Mars,1,2010,1,1,21106,13,1641426668,82,0,"2,946",0,0,109,5.0,1,63,46,85,1,0,9,5,1,-0.687947320940222,-1.1967659116595468
Take Me To Church,Hozier,1,2013,9,13,23804,31,2135158446,187,99,"4,623",1,0,129,4.0,0,57,41,66,63,0,12,5,3,1.0103486299783289,0.2688857378484669
Bebe Dame,"Fuerza Regida, Grupo Frontera",2,2022,12,16,849,22,367316268,27,129,21,7,111,157,7.0,1,54,75,60,30,0,7,5,1,0.46160941962534113,-0.3009192341993903
You Belong With Me (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,1,2021,4,9,2619,12,350381515,47,90,1,0,7,130,6.0,1,63,49,73,5,0,9,3,1,-0.22454274217188003,-0.9760186988360671
Titi Me Preguntï¿,Bad Bunny,1,2022,5,6,9037,42,1264310836,124,133,139,14,166,107,5.0,0,65,19,72,10,0,13,25,0,-0.3005759015556299,0.4130096146195071
Better Than Revenge (Taylor's Version),Taylor Swift,1,2023,7,7,86,11,30343206,3,33,3,0,1,146,11.0,0,50,67,89,0,0,19,8,2,-1.2407592905659144,-1.1189561246961266
Shut up My Moms Calling,Hotel Ugly,1,2020,2,10,1788,14,405136812,1,50,19,0,19,139,9.0,0,48,37,41,32,0,10,10,3,1.5483932684034598,0.6179028098304227
Es un Secreto,Plan B,1,2010,7,20,492,36,540654286,4,3,19,0,0,95,6.0,0,84,52,77,12,0,7,4,2,-1.3767500408586288,0.440202029005774
POLARIS - Remix,"Feid, Mora, Saiko, Quevedo",4,2023,6,8,773,33,57312735,20,46,21,8,99,170,8.0,0,62,55,80,15,0,37,7,2,-0.8048876765763653,-1.2620334526210137
Ditto,NewJeans,1,2022,12,19,1154,22,397582059,28,125,11,1,51,134,6.0,0,81,18,64,3,0,10,11,2,-0.41639774692884085,0.29953763142880396
Take On Me,a-ha,1,1984,10,19,44927,17,1479115056,34,0,"5,108",6,0,84,6.0,0,57,86,90,2,0,9,5,2,-1.824289736997922,-0.48535888089405166
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)","Swae Lee, Lil Wayne, Offset, Metro Boomin",4,2023,6,2,551,4,86773632,13,46,20,1,10,146,11.0,0,61,20,48,21,0,12,6,3,1.0846618952035179,0.323856033493052
"Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)","Kodak Black, NLE Choppa, Muni Long, JVKE, Jimin",5,2023,5,1,577,14,133753727,22,18,15,1,0,74,10.0,0,53,24,67,11,0,10,28,0,0.0575169812985872,0.9077035440217186
Acrï¿½ï¿½s,Shakira,1,2023,5,11,955,29,123124076,37,50,79,11,31,144,11.0,1,75,35,48,84,0,10,12,3,1.8119917154201846,1.5821455561280573
AMG,"Natanael Cano, Gabito Ballesteros, Peso Pluma",3,2022,11,24,995,19,463564958,12,117,9,5,3,136,11.0,0,77,79,73,15,0,27,10,2,-1.582247345170676,0.261281110643907
"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","Arijit Singh, Sachin-Jigar, Amitabha Bhattacharya",3,2023,5,15,178,6,64533040,6,71,1,0,31,100,4.0,1,56,53,55,53,0,12,4,3,1.3299191226156928,0.08709686200597012
S-Class,Stray Kids,1,2023,6,2,290,19,65496046,9,101,5,0,73,105,5.0,0,89,67,78,9,0,7,33,0,-2.2778132664880273,1.7821157517139132
Hits Different,Taylor Swift,1,2023,5,26,547,0,68616963,15,15,6,0,0,106,5.0,1,67,24,78,15,0,30,4,1,0.04287695664990998,-1.483925111346055
Chanel,"Becky G, Peso Pluma",2,2023,3,30,681,10,161460990,15,92,21,2,26,132,2.0,1,85,53,68,40,0,9,4,1,-0.176787851710635,0.15582148851210628
Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),"Metro Boomin, Coi Leray",2,2023,6,2,332,5,70106975,18,41,5,0,19,120,9.0,1,78,5,30,21,0,13,5,3,1.7786436933081267,0.6323437493843772
Area Codes,"Kaliii, Kaliii",2,2023,3,17,1197,13,113509496,44,34,25,1,171,155,1.0,1,82,51,39,2,0,9,49,0,-0.3601027544549914,2.0295041902227107
Abcdario,"Junior H, Eden Muï¿½ï",2,2023,5,13,262,5,89933133,8,60,4,1,109,129,8.0,1,70,42,43,78,0,11,3,3,1.9963784018860449,1.0647039644298704
Obsessed,"Abhijay Sharma, Riar Saab",2,2022,9,29,161,6,71007139,10,79,2,0,42,135,5.0,0,80,85,74,62,0,8,9,2,-0.8684138964300296,1.2947891528391842
Piï¿½ï¿½man Deï¿,"Semicenk, Doï¿½ï¿½u ",2,2023,6,2,185,3,43522589,5,6,4,1,33,98,10.0,0,73,45,62,28,0,13,13,2,-0.26434525615018967,1.0997482583876323
FLOWER,JISOO,1,2023,3,31,839,18,232896922,20,110,20,0,69,124,9.0,0,84,64,39,3,0,11,4,2,-0.5086419911702504,1.2162465868651104
"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)","Future, Lil Uzi Vert, Metro Boomin",3,2023,6,2,259,0,37126685,5,17,5,0,0,135,9.0,0,77,28,55,18,0,22,15,2,-0.010902451891814434,0.6793587651996947
Eyes Closed,Ed Sheeran,1,2023,3,23,2915,30,195576623,116,69,107,3,675,107,2.0,1,78,39,53,30,0,11,6,1,0.5455593376348383,0.2809831366754128
Escapism.,"RAYE, 070 Shake",2,2022,10,12,5129,25,532336353,116,84,114,18,348,96,2.0,1,54,25,74,14,0,9,11,1,0.5061119508730187,-0.9127106355006167
La Jumpa,"Arcangel, Bad Bunny",2,2022,11,30,3794,34,538115192,47,77,53,10,8,123,8.0,1,71,58,70,30,0,32,19,1,-0.3885802851827885,-0.06506379504525459
Karma (feat. Ice Spice),"Taylor Swift, Ice Spice",2,2023,5,26,588,0,46142772,23,21,31,0,0,90,8.0,1,62,7,62,6,0,58,6,1,0.7388363637986579,-1.947133618797428
Superhero (Heroes & Villains) [with Future & Chris Brown],"Future, Chris Brown, Metro Boomin",3,2022,12,2,2959,16,401036314,41,69,38,0,36,117,5.0,0,72,45,59,14,0,20,21,2,-0.46840909386760643,0.7493861403809843
Las Morras,"BLESSD, Peso Pluma",2,2023,4,4,291,8,127026613,8,78,4,1,1,133,9.0,0,78,90,84,31,0,7,4,2,-1.7483705458108647,0.5599696472699185
CHORRITO PA LAS ANIMAS,Feid,1,2022,12,2,2321,36,345031710,29,65,34,5,3,96,8.0,0,74,61,83,11,0,35,6,2,-1.5621296412044994,-0.5671620461477089
Ch y la Pizza,"Fuerza Regida, Natanael Cano",2,2022,12,1,536,10,288101651,10,72,8,3,14,149,8.0,1,66,85,60,40,0,14,13,1,-0.06553179401235162,0.4935405783904688
Snow On The Beach (feat. More Lana Del Rey),"Lana Del Rey, Taylor Swift",2,2023,5,26,359,2,60350538,1,0,9,0,0,110,6.0,0,66,32,40,81,0,11,3,3,2.072617939645166,1.5338476890248451
Players,Coi Leray,1,2022,11,30,4096,6,335074782,118,48,143,0,240,105,6.0,1,95,62,52,3,0,5,16,1,-1.0282219965358979,1.3404906096541245
Bite Me,ENHYPEN,1,2023,5,22,349,69,76767396,8,96,5,0,56,105,1.0,1,80,69,78,28,0,11,14,1,-1.0502741279996775,0.1970414348439183
Stand By Me (feat. Morgan Wallen),"Lil Durk, Morgan Wallen",2,2023,5,26,381,5,46065667,23,82,6,0,113,134,11.0,1,76,61,58,6,0,16,3,1,-0.38766418401845526,-0.12992112534274758
Normal,Feid,1,2022,7,8,2461,36,459276435,47,66,45,5,6,170,4.0,0,71,59,56,4,0,27,12,2,-0.6028025496326321,-0.2099092184858986
Hummingbird (Metro Boomin & James Blake),"James Blake, Metro Boomin",2,2023,6,2,277,1,39666245,1,20,5,0,1,81,6.0,1,59,26,60,46,1,25,13,3,1.2844996152743022,-0.04885672344777421
Seu Brilho Sumiu - Ao Vivo,"Israel & Rodolffo, Mari Fernandez",2,2023,3,1,967,5,138517666,7,29,51,1,29,154,6.0,1,63,75,92,31,0,91,5,1,-1.0839234692182416,-3.2945197238235604
Bad Habit,Steve Lacy,1,2022,6,29,8186,12,822633917,155,72,131,16,29,169,1.0,1,69,69,51,63,0,38,4,3,0.977868498896744,-0.4866554849682133
CUFF IT,Beyoncï¿,1,2022,7,29,7842,10,595900742,215,88,330,26,23,115,7.0,1,78,64,69,4,0,7,14,1,-1.038512452743872,0.30707393159027024
Lilith (feat. SUGA of BTS) (Diablo IV Anthem),"Halsey, Suga",2,2023,6,5,215,6,51985779,6,14,8,2,4,84,9.0,0,43,14,74,1,0,19,8,2,0.41266805894498915,-1.0089023916566662
69,"Nicky Jam, Feid",2,2023,5,18,1134,22,57945987,39,14,48,2,3,93,8.0,1,79,58,62,11,0,11,23,0,-0.7681962465992392,1.0343518668873364
Niï¿½ï¿½a Bo,"Sean Paul, Feid",2,2023,4,21,1305,34,115010040,29,26,43,5,44,91,7.0,1,82,47,62,10,0,10,15,1,-0.5589844052864005,0.6664605717314366
Search & Rescue,Drake,1,2023,4,7,2066,6,175097833,58,70,43,0,182,142,10.0,0,82,54,44,6,0,33,7,2,-0.44192270565032843,0.4444274004922805
AMERICA HAS A PROBLEM (feat. Kendrick Lamar),"Kendrick Lamar, Beyoncï¿",2,2023,5,19,896,0,57089066,34,2,33,0,1,126,1.0,1,78,20,70,1,0,16,4,1,-0.1339790809963036,-1.1161194142732218
Lavender Haze,Taylor Swift,1,2022,10,21,3763,8,488386797,51,43,38,10,1,97,10.0,1,73,10,44,26,0,16,8,3,1.3856556124033068,0.4759971974681103
"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )","WizKid, Toian, Metro Boomin, Don Toliver, Beam",5,2023,6,2,197,0,32761689,3,10,3,0,0,101,5.0,1,92,59,51,41,51,26,8,4,0.9499938895993408,-0.13822614870718708
Efecto,Bad Bunny,1,2022,5,6,4004,33,1047480053,34,65,43,6,2,98,7.0,0,80,23,48,14,0,6,5,2,0.27681872358465937,0.9970726256256214
Erro Gostoso - Ao Vivo,Simone Mendes,1,2023,1,27,984,5,153454328,8,57,76,2,49,154,6.0,1,59,63,89,18,0,80,9,1,-0.8932190244232099,-3.1166215920658438
Cupido,Tini,1,2023,2,14,1240,24,217672943,51,29,63,4,54,120,9.0,1,91,63,58,52,0,31,22,0,-0.36085592464722105,1.3794182850195307
Just Wanna Rock,Lil Uzi Vert,1,2022,10,17,3995,13,457184829,72,27,47,0,0,150,11.0,1,49,4,55,7,0,6,3,3,1.7162473853987883,-0.9981767316668193
Until I Found You,Stephen Sanchez,1,2021,9,1,4427,4,726434358,69,100,154,20,438,202,10.0,1,34,25,51,69,0,18,4,3,3.0932407761884373,-0.8897338123843532
Rich Flex,"Drake, 21 Savage",2,2022,11,4,4657,18,573633020,84,84,42,0,23,153,11.0,0,56,42,52,5,0,36,24,0,0.09805264700462216,0.06461920991389797
Easy On Me,Adele,1,2021,10,14,10195,20,1406111294,258,87,657,22,9,142,5.0,1,60,13,37,58,0,13,3,3,2.7195884832337023,0.1658074128385828
Cartï¿½ï¿½o B,"MC Caverinha, KayBlack",2,2023,5,11,269,4,71573339,7,2,30,1,11,108,9.0,0,84,55,47,26,0,20,64,0,-1.0319284922744587,3.7617109980182573
Danger (Spider) (Offset & JID),"Offset, JID",2,2023,6,2,214,0,24975653,3,3,6,0,0,143,11.0,1,83,25,69,4,0,23,12,1,-0.4428253361720939,-0.3692758974795857
Oi Balde - Ao Vivo,Zï¿½ï¿½ Neto & Crist,1,2023,2,14,845,2,145458418,12,57,47,1,33,108,2.0,1,67,55,67,60,0,80,5,1,0.500287208843468,-1.8435737308111515
The Real Slim Shady,Eminem,1,2000,1,1,20763,27,1424589568,81,53,"3,271",1,17,104,5.0,0,95,78,66,3,0,4,6,2,-2.024138171480106,1.1512481105226764
MERCHO,"Migrantes, LiL CaKe, Nico Valdi",3,2022,12,16,1267,20,231332117,41,22,56,4,84,93,6.0,0,84,96,79,43,0,18,11,2,-1.84045860315025,1.1720147302491453
The Color Violet,Tory Lanez,1,2021,12,10,2585,32,415932686,3,79,21,1,54,105,6.0,0,65,46,53,16,0,9,5,2,0.18792277335867277,0.47917495680761363
Glimpse of Us,Joji,1,2022,6,10,6330,6,988515741,109,42,158,3,31,170,8.0,1,44,27,32,89,0,14,5,3,3.687507975859124,0.4456327178283799
Mejor Que Yo,"Mambo Kingz, DJ Luian, Anuel Aa",3,2023,5,4,675,1,50847624,9,13,11,0,1,178,1.0,0,62,56,66,18,0,12,5,2,-0.1714674513148351,-0.589050015659225
Curtains,Ed Sheeran,1,2023,5,5,715,0,39893489,37,3,27,0,50,176,6.0,0,50,44,76,10,0,32,5,2,-0.12096816025497285,-1.7136321730007602
UNFORGIVEN (feat. Nile Rodgers),"Nile Rodgers, LE SSERAFIM",2,2023,5,1,327,13,92035115,14,110,9,0,49,104,4.0,0,80,38,88,11,0,11,5,2,-1.364116754258763,-0.28373963353929005
Haegeum,Agust D,1,2023,4,21,244,12,118810253,6,84,10,2,9,85,7.0,1,70,83,84,31,0,47,30,0,-1.517929193537214,-0.02045832577638292
Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich ,"Rich The Kid, Matuï¿",2,2023,4,30,385,4,77233241,17,7,41,1,29,117,6.0,0,77,69,58,39,0,26,5,2,-0.3972911931573012,0.6288154431214406
Never Felt So Alone,Labrinth,1,2023,4,7,1730,3,117747907,46,5,51,0,20,98,5.0,1,44,36,41,50,0,38,5,3,2.3395262101265333,-0.6919828010314779
X SI VOLVEMOS,"Karol G, Romeo Santos",2,2023,2,2,2127,33,266624541,45,80,53,8,4,178,1.0,0,79,58,78,34,0,11,25,0,-1.106834693258607,0.7280341951194493
ceilings,Lizzy McAlpine,1,2022,4,8,3242,9,293186992,67,55,48,0,6,148,9.0,1,51,27,33,48,0,22,3,3,2.6479977117672,-0.13820772268738354
Cupid,Fifty Fifty,1,2023,2,24,526,10,139681964,15,93,30,0,320,120,2.0,1,77,94,66,65,0,38,3,1,-0.2702362282850573,-0.1461704921855377
I AM,IVE,1,2023,4,10,366,15,123132751,16,102,7,0,55,122,4.0,0,68,38,88,1,0,8,5,2,-1.1356123565986884,-0.7843356013931106
Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe,sped up 8282,1,1997,1,1,472,2,103762518,0,0,6,0,0,144,5.0,1,74,75,73,42,0,9,4,1,-0.37327811447273546,-0.021848472155025226
Shorty Party,"Cartel De Santa, La Kelly",2,2023,3,4,432,12,162887075,8,14,12,2,33,96,2.0,1,93,47,47,33,0,10,36,0,-0.24353576618712558,2.3606364855951396
Super,SEVENTEEN,1,2023,4,24,271,12,91221625,16,103,9,0,55,137,8.0,1,77,35,88,16,0,17,9,1,-0.7852869298883655,-0.8314733632007366
Slut Me Out,NLE Choppa,1,2022,4,22,816,4,190490915,21,4,13,0,4,121,6.0,0,94,71,61,12,0,53,42,0,-2.129628812369253,1.456631284734488
Double Fantasy (with Future),"The Weeknd, Future",2,2023,4,21,1169,0,96180277,36,65,28,0,0,119,9.0,0,60,10,57,1,0,50,3,2,0.5460858909410504,-1.453029397840724
All Of The Girls You Loved Before,Taylor Swift,1,2019,8,23,1282,6,185240616,26,6,19,0,5,96,2.0,1,72,40,47,71,0,13,4,3,1.6686739619451092,0.8104923722264792
PROVENZA,Karol G,1,2022,4,21,6587,34,885093467,114,104,147,11,20,111,1.0,1,87,53,52,66,1,11,5,1,0.7350158225256922,1.0578003242694187
Princess Diana (with Nicki Minaj),"Nicki Minaj, Ice Spice",2,2023,4,14,1444,4,104992946,0,0,0,0,0,148,9.0,1,90,74,68,14,0,10,19,1,-1.422653276405413,0.9083519202792315
Di Que Si,"Grupo Marca Registrada, Grupo Frontera",2,2023,2,3,356,10,147290338,4,64,4,2,37,182,9.0,1,57,80,59,8,0,6,5,1,-0.06700451003723151,-0.5161047674771763
Igualito a Mi Apï¿,"Fuerza Regida, Peso Pluma",2,2022,12,30,265,6,158950978,8,84,5,1,4,145,4.0,0,76,80,81,19,0,6,9,2,-1.6414169221765091,0.2796278514555081
Shoong! (feat. LISA of BLACKPINK),"TAEYANG, Lisa",2,2023,4,25,351,9,76910644,16,90,10,0,64,110,11.0,0,76,26,70,1,0,41,6,2,-0.7236610319647475,-0.6988412699767241
Komang,Raim Laode,1,2022,8,16,158,4,137123880,5,6,1,1,18,134,7.0,1,70,35,41,41,0,10,3,3,1.5301731076369403,0.46707553156920695
DESPECHï¿,ROSALï¿½,1,2022,7,28,7613,33,782369383,180,90,422,15,55,130,7.0,1,92,78,62,18,0,6,10,1,-1.1788874242296798,0.9427263627281346
Made You Look,Meghan Trainor,1,2022,10,21,3956,6,502574952,142,23,127,3,16,145,10.0,1,84,88,53,35,0,8,7,1,-0.46756365184583254,1.1373406081393103
Watch This - ARIZONATEARS Pluggnb Remix,"sped up nightcore, ARIZONATEARS, Lil Uzi Vert",3,2023,2,5,1638,10,207033255,0,0,21,0,0,130,11.0,0,69,36,90,1,10,15,4,2,-1.012798336084394,-0.9914725405762771
Punto G,Quevedo,1,2022,11,4,1985,35,381161027,34,26,37,5,1,92,11.0,0,75,55,76,25,0,10,15,2,-1.0628709408884907,1.0773417861161407
Lovers Rock,TV Girl,1,2014,6,5,6339,13,466231982,3,1,36,1,37,105,5.0,0,56,57,87,0,1,10,4,2,-1.1100136758186374,-0.9383099861640636
METAMORPHOSIS,INTERWORLD,1,2021,11,25,1561,24,357580552,18,78,24,0,30,175,7.0,0,59,15,64,43,90,12,10,4,2.9833125879019926,-1.7842667948136524
Mami Chula,"Quevedo, Jhayco",2,2023,4,27,875,4,61105704,17,13,27,0,43,120,7.0,0,80,33,70,22,0,9,4,2,-0.4473774808849168,0.36036736402928693
En Paris,"El Chachito, Junior H",2,2022,12,24,406,5,198275403,3,31,2,1,0,139,3.0,0,70,77,48,37,0,12,5,2,0.04570069969517896,0.8534390497096555
I Was Never There,"The Weeknd, Gesaffelstein",2,2018,3,29,4188,15,705469769,30,70,142,0,27,114,10.0,1,32,17,74,14,0,17,3,3,1.426597903849827,-1.8979377042316532
Don't ever say love me (feat. RM of BTS),"RM, Colde",2,2023,5,4,105,0,34502215,5,9,5,0,0,145,11.0,0,54,19,48,36,0,37,5,3,1.540767788444099,-0.4052583452770145
Gato de Noche,"Nengo Flow, Bad Bunny",2,2022,12,22,2651,30,304118600,21,55,32,3,0,94,8.0,1,89,61,66,17,0,36,16,1,-1.133873093500029,0.28744705474535803
Call Out My Name,The Weeknd,1,2018,3,29,11087,6,1449799467,151,107,801,1,105,134,1.0,1,45,17,60,21,0,33,4,3,1.6170533856388019,-2.0218916442780874
Like Crazy (English Version),Jimin,1,2023,3,24,373,19,173627354,4,72,5,0,5,120,7.0,1,62,32,76,0,0,39,4,1,-0.17582100028056658,-1.9867095143874909
Rosa Pastel,"Jasiel Nuï¿½ï¿½ez, Peso P",2,2023,2,2,200,4,90025258,8,77,2,1,1,123,7.0,0,70,86,68,24,0,11,4,2,-1.044709743596895,0.47357218189381295
Sunroof,"Nicky Youre, Dazy",2,2021,12,3,3741,17,652704649,156,35,110,19,0,131,10.0,1,77,84,71,35,0,15,4,1,-0.7610279350606318,0.2063251372134783
Lose Yourself - Soundtrack Version,Eminem,1,2002,1,1,32502,21,1829992958,247,54,"5,567",1,51,171,2.0,1,70,6,73,1,0,36,26,0,-0.0007682383187864075,-1.3458606756456242
Superman,"Eminem, Dina Rae",2,2002,5,26,7615,14,655466831,18,51,"1,005",0,0,130,4.0,0,80,64,76,2,0,20,6,2,-1.632326566390315,-0.2929548270626127
Mas Rica Que Ayer,"Mambo Kingz, DJ Luian, Anuel Aa",3,2023,3,2,1208,34,146409671,10,41,20,0,1,94,11.0,1,82,53,67,34,0,9,8,1,-0.3117431968476804,0.8242094231084571
People Pt.2 (feat. IU),"IU, Agust D",2,2023,4,7,209,4,95816024,4,45,11,2,24,89,7.0,0,73,44,57,39,0,32,6,2,0.1604391675175245,0.45144205029741413
REMIX EXCLUSIVO,Feid,1,2023,3,17,1235,9,117206995,20,8,15,0,6,87,5.0,0,65,71,56,4,0,15,20,2,-0.8498800182635036,0.9528252894538107
"Arcï¿½ï¿½ngel: Bzrp Music Sessions, Vol","Arcangel, Bizarrap",2,2023,3,22,654,3,100409613,11,3,18,1,1,124,11.0,0,72,79,78,55,0,15,30,0,-1.1074057738302314,1.8861164039759644
DOGTOOTH,"Tyler, The Creator",2,2023,3,27,1479,0,80758350,23,0,18,0,33,78,8.0,1,71,80,65,51,0,22,32,0,-0.47519935382506745,1.663275578331537
10:35,"Tiï¿½ï¿½sto, Tate M",2,2022,11,1,4942,26,325592432,190,104,147,18,63,120,8.0,1,70,70,79,7,0,18,10,1,-1.1477570197602212,-0.5565225378582102
SORRY NOT SORRY,"Tyler, The Creator",2,2023,3,31,709,0,58473276,8,1,13,0,0,96,6.0,0,48,50,80,40,0,37,20,2,-0.09097700364911004,-0.3830469696850207
HAPPY,NF,1,2023,3,25,660,0,52722996,22,7,11,0,78,106,7.0,1,73,22,86,31,0,12,4,1,-0.03272767256497939,-0.6945366909310213
La Bebe,Yng Lvcas,1,2021,12,24,489,17,191945597,4,11,5,1,2,170,2.0,0,78,75,46,62,0,12,35,0,0.00681906559823357,2.567076618303247
I Know - PR1SVX Edit,"Kanii, PR1ISVX",2,2023,3,24,407,0,77377503,16,15,5,0,1,134,11.0,0,67,11,76,8,47,30,7,4,0.7983205691664662,-1.8044717392608653
Late Night Talking,Harry Styles,1,2022,5,20,7461,8,743693613,166,42,199,16,58,115,10.0,1,71,90,73,30,0,11,5,1,-0.8716498006640568,0.21402965094357032
Leï¿½,Marï¿½ï¿½lia Mendo,1,2022,12,9,993,4,267789608,30,84,88,1,28,130,6.0,1,74,79,87,45,0,30,3,1,-0.9234952865007835,-0.8234658586585413
Something in the Orange,Zach Bryan,1,2022,4,22,3282,12,449701773,67,84,46,16,117,110,7.0,1,59,22,38,42,0,12,3,3,2.1971421152998567,0.2515312762814737
VOID,Melanie Martinez,1,2023,3,29,596,0,67070410,29,9,12,0,52,100,9.0,1,72,42,66,18,4,19,4,1,0.07632685204764221,-0.40889913515374454
Dijeron Que No La Iba Lograr,"Fuerza Regida, Chino Pacas",2,2023,3,14,320,6,116334601,5,48,2,1,9,142,7.0,0,70,76,79,26,0,11,7,2,-1.1876848782205427,0.16583167411030764
If We Ever Broke Up,Mae Stephens,1,2023,2,10,2040,4,165584767,81,27,66,9,444,116,7.0,1,90,96,73,62,0,9,4,1,-0.9600343244937298,1.1258032745829765
You Proof,Morgan Wallen,1,2022,5,13,2128,9,367814306,37,88,9,0,14,120,9.0,1,73,64,85,25,0,61,3,1,-1.023276696453456,-1.8963943811103903
LA INOCENTE,"Feid, Mora",2,2022,4,1,2598,37,477033549,28,57,43,8,85,92,5.0,0,76,46,79,31,0,7,6,2,-0.7546873563508677,0.4700271450160913
Malas Decisiones,Kenia OS,1,2022,10,26,542,2,156214700,23,2,21,0,0,110,8.0,0,81,64,79,5,0,31,3,2,-1.7452909341158722,-0.44196536761134464
Murder In My Mind,Kordhell,1,2022,1,21,2459,20,448843705,20,68,50,0,22,120,10.0,1,71,57,97,1,0,13,11,1,-1.6377420724830964,-0.8966892621872414
CAIRO,"Karol G, Ovy On The Drums",2,2022,11,13,2418,26,294352144,52,66,55,1,16,115,5.0,0,95,43,69,47,0,9,31,0,-0.9782781846646668,2.3663482909241007
I Love You So,The Walters,1,2014,11,28,7536,7,972164968,44,19,135,0,6,76,10.0,1,58,46,67,65,0,13,4,3,1.163309837015794,0.35115751334526213
Dark Red,Steve Lacy,1,2017,2,20,10431,7,920045682,71,53,181,0,10,172,6.0,1,60,77,78,45,0,12,6,1,-0.07741584633055296,-0.5963459573446258
Say You Won't Let Go,James Arthur,1,2016,9,9,15722,16,2420461338,231,37,"1,509",0,13,99,10.0,1,40,45,56,69,0,9,5,3,2.2130022644650214,0.21278418652555112
Heart To Heart,Mac DeMarco,1,2019,5,10,1640,0,244658767,27,27,29,1,1,150,8.0,0,90,64,14,67,35,11,10,4,1.9804417430979024,2.356946452948388
Peaches (from The Super Mario Bros. Movie),Jack Black,1,2023,4,7,34,0,68216992,0,0,0,0,0,92,10.0,0,71,41,31,79,0,10,5,3,1.9322945686579438,2.3441812211987583
Marisola - Remix,"Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",5,2022,12,15,1845,16,223582566,20,8,30,2,0,95,1.0,1,77,72,87,17,0,7,5,1,-1.3931312984651403,-0.4792126005022921
LOKERA,"Brray, Rauw Alejandro, Lyanno",3,2022,7,25,3301,30,471819764,72,64,64,6,3,102,11.0,0,83,58,83,21,0,10,5,2,-1.5234983892911695,0.5792875020978144
Numb,Linkin Park,1,2003,3,24,20111,5,1361425037,39,0,"7,341",0,0,110,9.0,1,50,24,86,0,0,64,4,1,-0.06793188569959929,-3.194701012027929
on the street (with J. Cole),"j-hope, J. Cole",2,2023,3,3,615,2,116599790,22,82,8,0,9,94,11.0,0,68,81,82,53,0,9,13,2,-0.988586844087726,1.264600517783506
One Thing At A Time,Morgan Wallen,1,2022,12,2,811,4,148469433,11,58,5,0,21,142,7.0,1,61,92,91,0,0,26,3,1,-1.6967476170423148,-1.7722243091721348
Miss You,"Robin Schulz, Oliver Tree",2,2022,8,5,5730,10,497225336,108,16,197,3,165,145,6.0,0,59,20,74,1,0,15,5,2,-0.04499427492618512,-1.0487646900644796
Ainï¿½ï¿½ï¿½t Tha,Morgan Wallen,1,2023,3,3,356,4,88791109,4,20,0,0,0,121,6.0,0,64,67,80,0,0,36,3,2,-1.3826041701348986,-1.2870447969514602
